	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"38754_at"	10	10	10	32	10	191	87	10	118	167	58	10	10	75	235	59	119	83	136	10	10	10	10	48	104	10	10	10	10	91	61	22	10	10	10	78	289	142	10	174	281	10	205	122	10	10	10	154	10	10	10	10	10	472	201	10	10	229	10	339	10	10	276	10	236	10	182	51	347	175	69	10
"38784_g_at"	10	10	121	413	10	10	10	10	10	265	10	425	712	10	10	82	834	303	74	10	537	10	10	245	10	109	10	10	431	92	339	95	557	776	227	542	10	533	10	10	1480	10	10	10	772	10	10	542	839	337	240	216	711	10	10	333	109	733	438	10	501	409	11	1051	145	2041	395	1422	142	15	100	461
"38786_at"	10	320	10	10	10	67	10	195	10	10	194	66	299	317	189	28	52	10	318	10	374	114	64	207	10	10	103	18	219	10	10	186	10	10	126	10	163	10	10	10	254	451	232	309	414	10	425	100	237	10	65	10	10	497	115	175	203	91	577	718	10	10	193	353	279	769	389	442	263	662	439	22
"38796_at"	10	10	10	10	10	10	10	10	214	10	27	39	10	10	10	10	10	174	64	177	10	10	10	10	10	10	10	10	45	10	10	10	10	10	10	10	10	116	10	10	1808	10	10	10	651	10	10	10	10	10	10	105	10	10	10	10	10	10	10	10	10	10	10	10	6249	10	10	10	10	10	10	10
"38799_at"	908.9	2916	10	386	1747	1184	1849	1004	10	10	361	226	612	1218	487	366	19	60	526	10	579	2638	1578	10	10	1322	566	1252	10	10	10	223	1141	10	10	920	821	113	1076	330	2320	174	10	1784	10	10	10	10	10	998	10	361	10	1513	10	10	10	10	10	485	10	1041	1086	10	10	10	393	10	749	10	1805	10
"38807_at"	113.2	379	63	58	311	165	175	143	214	123	305	130	562	10	121	25	185	10	242	429	157	41	166	10	456	147	132	10	10	151	264	276	10	223	133	235	552	10	10	90	92	274	44	68	10	10	102	10	11	10	200	10	221	118	155	94	10	10	234	10	134	10	116	53	10	121	10	10	64	10	152	10
"38823_s_at"	103.2	201	1574	971	456	135	92	429	122	10	244	97	90	10	10	2338	436	389	184	272	623	491	35	120	44	99	36	10	924	10	199	113	10	489	59	181	10	2558	10	32	180	155	945	107	589	110	883	103	10	10	1130	446	149	10	10	354	718	37	93	113	93	176	109	205	177	760	277	202	195	94	10	10
"38830_at"	111.2	894	417	10	602	126	838	478	511	95	695	290	666	645	592	588	338	153	766	539	10	245	486	10	572	616	738	162	512	571	595	10	102	275	10	311	869	10	10	123	1590	590	223	230	678	10	10	10	116	333	143	225	593	10	10	422	749	10	10	10	962	633	631	10	15	10	1049	786	211	10	10	105
"38840_s_at"	2561.8	114	10	779	10	64	50	94	26	20	10	221	103	646	10	10	10	10	167	45	10	156	10	277	10	10	10	10	10	10	10	10	10	107	10	10	10	10	10	10	117	10	64	12	10	148	91	10	114	10	10	10	10	37	40	88	80	107	10	235	10	10	63	79	10	170	40	45	10	10	41	10
"38844_at"	282.3	10	32	33	337	168	131	70	10	259	187	23	33	87	10	115	10	71	45	232	263	122	257	10	248	187	305	51	83	149	270	71	136	155	10	307	10	59	43	47	185	10	26	109	75	72	10	36	10	16	200	10	239	136	23	10	275	337	386	24	10	17	12	10	125	10	10	10	99	333	131	12
"39100_at"	60.3	10	10	10	162	98	123	197	131	10	10	99	260	241	10	10	10	89	129	144	10	156	140	10	10	89	243	10	10	127	124	166	100	10	125	10	10	10	10	320	591	10	332	10	358	216	238	10	10	10	10	10	214	727	10	10	431	478	10	10	10	10	10	247	10	618	226	144	160	537	180	38
"39104_at"	79.3	317	181	140	400	185	254	10	10	251	293	10	10	174	10	91	178	130	52	242	233	300	204	186	174	10	260	10	111	153	44	294	339	278	10	296	10	298	181	10	383	10	191	261	165	10	10	10	10	157	10	10	10	50	10	10	307	10	10	10	10	46	475	10	261	72	10	235	384	142	10	10
"39107_at"	10	10	28	10	241	363	276	236	251	35	118	123	318	302	10	10	10	10	293	10	10	368	10	10	10	49	10	10	10	10	186	57	10	10	10	905	666	10	10	12	711	362	394	10	10	77	10	10	10	10	456	91	297	395	470	10	10	749	596	10	10	10	10	679	10	607	21	10	429	10	10	10
"39111_s_at"	10	10	205	10	715	10	291	10	190	417	10	10	10	10	10	394	357	337	156	10	10	516	10	10	84	418	134	10	321	293	580	10	423	726	10	10	10	147	364	10	29	10	10	721	10	10	10	10	10	10	605	58	10	703	582	10	10	10	10	444	10	10	716	10	144	10	10	10	642	326	10	10
"39114_at"	537.2	157	354	602	810	532	1649	1257	2414	1888	2641	621	1019	12600	1874	1771	549	1261	6297	68	1193	2152	394	98	69	319	198	10	10	10	10	125	199	790	173	685	10	1144	10	23	37	263	833	75	959	10	102	10	159	512	10	190	297	807	511	10	794	79	101	55	10	115	35	10	10	1248	36	471	10	193	193	10
"39115_at"	246.9	211	10	10	224	41	366	229	160	10	96	86	338	292	10	62	105	275	10	156	409	58	134	10	92	221	387	156	10	50	52	168	168	183	14	109	227	10	13	272	530	10	10	514	110	169	10	305	154	307	207	1258	468	336	457	14	10	10	44	306	10	161	10	10	222	414	10	10	131	503	384	289
"39119_s_at"	10	291	10	378	10	1045	316	3110	482	802	10	1409	3699	10	771	126	271	289	798	657	69	5424	10	10	253	10	320	194	1040	314	576	10	10	10	10	510	10	251	10	990	10	821	3557	10	10	142	15717	971	6119	10	10	54	10	283	10	10	10	10	3236	10	10	10	10	10	10	10	113	367	1259	10	10	10
"39120_at"	618.8	1555	1111	350	10	494	788	10	3305	536	10	639	10	1781	2091	1135	7337	767	70	10	4057	2673	452	800	2789	1338	1601	510	2302	1341	700	2226	20	1907	1458	1274	1987	10	784	1473	2274	2216	646	866	2873	1190	2174	10	10	10	3117	326	1283	2856	3993	717	1403	10	10	1098	599	2163	1640	10	1614	10	15175	10	901	799	420	10
"39124_r_at"	450.8	330	68	10	427	187	180	488	566	411	107	164	310	216	248	293	182	409	339	163	345	217	137	107	334	166	413	452	383	175	374	566	193	390	80	464	178	98	106	23	473	63	500	133	36	164	10	13	22	10	41	39	10	10	10	10	87	10	10	16	10	114	10	10	133	75	10	268	10	10	81	10
"39125_at"	603.6	10	493	10	10	60	125	184	119	779	28	10	10	10	561	30	314	10	10	130	187	496	10	231	331	255	344	10	171	24	347	95	204	30	10	380	215	274	173	986	861	10	10	354	10	376	570	10	264	16	192	311	10	10	67	283	153	38	121	672	10	148	660	858	385	523	888	10	101	10	10	698
"39138_g_at"	170.9	852	10	54	579	129	467	124	111	10	171	32	374	316	212	10	334	10	10	333	71	257	161	12	243	300	447	339	10	135	164	10	10	19	122	225	147	10	115	369	448	62	465	83	279	319	290	258	43	174	10	10	316	10	278	20	66	46	180	218	10	384	499	10	10	137	240	191	528	59	304	381
"39143_at"	10	10	311	10	298	10	116	194	505	10	10	95	44	674	10	111	10	557	10	121	559	123	10	10	11	93	10	10	290	10	10	302	231	89	10	10	10	702	247	65	222	10	249	421	10	10	10	10	199	10	160	225	259	363	283	529	824	10	105	10	10	206	543	10	124	253	503	10	230	48	67	31
"39144_at"	237.5	257	10	10	10	222	110	136	254	486	130	183	509	10	213	289	120	219	130	411	227	133	225	166	168	10	10	10	10	10	10	274	10	10	221	234	625	10	175	10	1235	10	10	140	828	10	10	10	252	10	169	46	674	460	10	10	787	279	224	999	374	10	930	10	10	479	339	324	38	10	522	52
"39157_at"	726.9	737	215	10	293	1426	1077	2447	834	1012	990	418	2254	675	1519	1064	1964	10	10	1277	1916	10	1442	680	664	10	196	1066	527	753	1905	10	1118	1031	1495	1756	1081	469	444	10	108	1119	577	1061	1698	30	975	1544	112	253	1303	10	214	10	736	1626	208	10	2928	2345	2535	10	63	10	10	3474	10	3110	10	97	285	1648
"39166_s_at"	699.1	10	10	10	824	10	10	10	10	690	1414	10	493	10	10	191	10	10	10	10	10	864	602	125	10	1942	10	559	10	316	952	10	1536	16000	10	306	10	1986	1242	1158	1682	654	10	784	10	10	1684	1291	10	200	384	10	10	715	1273	1718	2991	1271	10	555	2760	856	3945	2065	10	10	10	1106	1229	1191	10	286
"39171_at"	781.5	10	197	538	10	10	928	570	10	513	464	286	10	10	10	2102	10	525	181	10	1330	10	172	10	267	10	717	210	1155	428	391	37	283	10	10	187	275	382	1060	10	38	2327	10	2386	10	10	10	10	10	920	10	643	10	10	10	10	10	10	10	355	10	10	10	10	10	10	10	10	10	10	10	10
"39183_at"	387.5	475	10	10	307	324	913	184	124	335	422	10	10	300	193	209	10	10	721	383	10	353	276	10	32	1501	995	10	127	10	184	10	20	1277	10	1288	213	10	10	10	28	901	648	121	391	256	16	1146	10	10	10	10	10	473	410	284	10	10	109	14	10	284	690	604	104	318	10	657	10	10	365	260
"39191_at"	272	227	10	10	197	10	132	222	52	239	10	10	21	284	10	10	107	29	215	135	269	267	208	10	10	10	10	10	10	10	10	186	219	10	162	84	119	10	482	186	561	10	10	10	264	231	430	10	10	10	105	10	121	10	577	10	86	558	10	388	10	10	521	10	10	432	381	10	235	10	150	10
"39194_at"	10	10	37	10	10	10	34	133	210	82	10	69	402	10	10	10	10	99	33	10	145	10	10	10	10	133	10	10	55	10	22	80	69	10	10	45	10	10	10	10	10	107	28	10	550	253	133	10	10	10	244	10	218	10	10	98	10	38	10	10	202	10	10	10	10	311	79	419	10	206	10	10
"39196_i_at"	120.3	194	133	10	81	230	10	220	161	444	18	10	287	208	10	10	94	10	447	333	10	36	316	286	223	79	135	10	10	56	102	49	157	346	240	10	10	10	10	311	337	10	140	68	402	241	117	10	455	362	357	76	257	344	114	27	87	381	313	680	589	230	423	125	10	405	397	272	459	247	560	226
"39201_r_at"	10	10	10	32	10	21	10	10	10	10	10	10	10	149	10	13	10	10	10	72	38	298	10	83	32	10	109	10	10	32	10	10	10	10	10	10	31	137	34	688	337	10	10	10	10	70	10	95	277	79	10	145	10	10	10	339	10	369	178	10	10	10	484	10	210	123	10	10	566	10	253	10
"39452_s_at"	385.6	10	424	10	141	69	37	10	10	10	55	93	10	395	10	10	906	92	12	190	1692	50	10	73	56	43	10	10	323	123	10	10	272	10	10	10	10	130	133	190	10	10	10	77	517	62	75	10	10	138	10	10	10	10	10	99	130	58	10	10	10	347	165	10	10	105	110	159	24	56	62	208
"39453_at"	20	97	10	455	10	168	153	10	10	74	59	550	10	209	10	530	1438	172	117	10	65	10	10	10	24	1515	198	10	526	10	10	10	10	293	10	10	10	425	10	10	10	70	10	265	10	10	10	10	10	10	10	590	42	10	10	142	10	10	10	10	10	71	10	10	1260	10	10	10	10	10	10	10
"39455_r_at"	10	261	1841	42	10	680	697	10	10	600	280	10	10	452	10	803	1358	10	10	1020	174	135	398	413	944	502	636	10	814	304	1262	293	10	981	599	829	1502	10	1370	1469	373	10	34	502	404	977	10	10	1464	27	2266	1914	914	1721	1258	5473	1818	1353	957	4385	2533	1069	3488	2333	624	1856	1802	713	412	1491	70	23
"39466_s_at"	13.3	10	10	10	253	10	10	10	23	10	15	47	28	10	10	10	10	10	10	10	19	111	10	30	112	201	122	22	85	10	113	10	133	114	10	10	10	10	10	312	471	10	204	10	287	359	214	411	50	10	10	38	551	300	36	857	10	441	10	18	54	32	10	10	219	220	10	368	223	107	310	10
"39479_g_at"	68.7	84	188	40	121	10	10	115	10	10	10	10	10	10	62	10	185	54	10	10	79	119	29	10	10	10	55	139	10	15	10	10	10	142	10	154	69	87	65	93	10	104	67	99	10	10	208	10	10	212	227	10	10	10	238	10	55	13	179	217	73	10	10	138	58	124	10	304	123	10	221	98
"39482_at"	115.1	10	122	10	468	102	233	539	10	580	101	10	150	10	10	10	10	106	517	516	100	632	302	221	73	10	219	10	10	10	10	382	94	106	10	202	10	114	63	10	10	404	387	10	224	298	219	10	10	10	10	10	21	10	78	272	10	37	10	10	10	10	10	10	47	10	65	10	490	694	225	10
"39485_g_at"	101.6	154	124	10	242	133	386	103	10	99	162	29	119	10	18	24	128	26	10	188	192	107	125	166	64	15	149	56	27	149	52	117	10	150	136	85	19	10	176	10	73	61	10	132	10	125	23	10	10	10	56	10	38	10	151	45	118	107	10	10	10	173	201	10	18	166	125	177	10	10	98	10
"39502_at"	297.3	10	10	10	387	10	10	10	235	148	25	10	10	10	10	46	10	129	10	135	10	248	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	78	10	398	710	10	10	10	116	10	783	10	10	10	10	10	10	10	10	349	79	208	10	10	10	10	1689	10	361	10	27	193	10	929	11	834
"39504_at"	10	10	10	10	213	10	10	10	10	10	10	10	588	10	188	10	10	10	10	37	10	10	10	10	10	10	10	382	10	10	308	1134	609	10	10	3345	10	10	10	559	169	113	10	10	10	10	10	556	10	10	10	10	667	10	10	10	581	10	813	10	282	10	10	66	10	843	10	10	10	10	10	10
"39528_at"	10	10	10	43	10	10	10	31	180	10	170	153	10	10	10	10	10	10	372	320	10	10	10	10	10	10	10	10	409	10	10	10	371	311	10	168	10	314	10	194	10	10	20	167	10	907	40	10	10	10	278	123	211	362	10	76	293	7038	192	259	10	10	528	1645	10	2287	329	1479	21	10	139	108
"39532_at"	10	203	90	87	10	282	10	10	305	10	274	10	10	10	10	10	316	273	10	298	10	10	10	10	10	34	10	10	280	181	10	10	96	216	10	10	10	286	10	10	680	10	504	10	10	10	10	10	10	10	900	2188	18	10	10	10	10	912	10	10	10	10	10	120	1320	166	481	11	387	274	107	10
"39537_at"	995.8	651	10	10	3373	210	272	323	61	325	10	10	554	10	115	10	897	81	226	2750	187	185	1605	164	952	49	2700	756	10	635	1252	47	10	10	100	955	1015	10	1167	796	1606	56	454	41	1569	393	1695	1636	185	977	1010	268	789	1296	3300	623	2816	401	1311	2694	10	887	1562	871	624	1497	219	1358	1304	334	2069	1750
"39540_at"	10	10	10	10	39	10	37	10	10	10	10	10	10	10	10	10	10	10	10	695	10	10	286	10	10	133	10	173	10	10	10	10	10	10	10	10	10	10	10	206	848	10	10	10	10	11	10	10	10	10	382	10	10	10	10	10	96	287	10	952	466	1133	416	536	10	1363	779	612	1077	10	10	10
"39543_at"	10	10	10	10	10	103	10	408	79	10	10	10	380	180	10	90	10	10	150	10	252	227	10	10	10	10	10	10	84	10	10	84	335	10	10	10	10	10	10	10	10	10	241	69	518	10	407	10	10	10	122	10	239	10	363	282	10	10	239	10	636	10	10	10	148	421	10	471	10	10	10	10
"39544_at"	10.2	10	10	10	245	117	10	10	188	50	82	27	10	530	10	370	10	49	194	214	128	63	14	10	40	10	10	10	10	10	10	37	10	201	10	10	10	10	10	287	82	10	40	10	23	51	182	10	10	44	95	10	70	203	10	10	155	180	10	10	10	10	110	161	10	10	10	246	39	164	70	10
"39560_at"	719.5	67	409	10	251	77	126	25	10	10	10	10	58	10	10	10	103	10	10	550	10	10	379	14	114	10	109	10	10	10	198	10	10	10	35	10	68	10	46	37	325	10	53	10	146	139	385	269	229	790	211	184	128	144	281	229	336	252	267	137	120	783	622	716	36	1100	233	440	505	89	380	162
"39564_s_at"	129.6	10	10	74	71	10	10	106	132	10	251	10	10	10	10	10	654	109	10	238	10	10	337	141	10	15	142	10	165	342	454	292	10	990	10	1417	11	580	10	10	312	10	168	61	10	83	10	228	10	596	10	102	10	118	126	10	10	186	10	120	10	98	62	158	133	10	10	10	129	986	491	10
"39808_at"	10	10	143	180	90	12	10	183	10	188	46	84	360	51	10	108	63	54	56	79	278	120	10	98	33	144	123	10	218	10	10	113	48	30	59	10	160	367	10	66	152	240	10	266	19	10	10	183	10	88	216	439	10	43	315	79	322	177	734	272	348	10	74	298	144	10	47	10	258	268	308	482
"39810_at"	10	10	10	10	722	10	10	10	10	10	10	10	10	10	10	10	227	10	10	10	10	10	10	10	143	10	585	179	10	10	246	10	10	10	10	10	352	10	388	10	1478	10	10	10	10	10	10	745	21	553	665	10	10	10	721	10	452	10	10	651	10	700	811	10	18	112	10	10	82	10	125	10
"39813_s_at"	81.2	134	38	28	81	47	13	31	84	159	84	87	148	10	110	90	45	23	186	142	82	44	10	10	10	71	10	10	10	92	24	94	69	109	153	68	52	10	105	10	147	104	10	30	94	103	36	10	89	47	10	10	93	10	41	10	246	10	291	10	76	170	10	196	53	244	10	60	10	98	58	10
"39815_at"	353.1	10	363	10	1647	657	293	669	81	10	586	10	809	617	472	281	10	10	376	695	10	75	467	10	10	143	10	310	10	10	634	10	10	51	10	335	913	10	581	10	10	719	439	513	688	1137	756	448	591	524	323	31	10	544	961	10	10	99	656	474	1017	267	1090	424	10	832	722	894	146	1031	705	2242
"39826_f_at"	292.6	10	549	752	10	195	10	10	245	287	480	384	324	474	10	1012	352	297	259	310	133	321	10	10	185	98	199	221	34	176	221	279	418	260	10	394	10	101	137	10	10	326	10	10	440	150	214	10	10	10	10	10	10	352	274	10	10	257	10	10	10	10	10	10	10	10	10	10	10	106	10	115
"39829_at"	635.6	10	1461	820	10	102	238	956	2928	157	10	441	2840	132	4435	10	2030	10	10	150	28	6994	332	200	275	10	10	3920	593	10	10	1110	927	881	281	446	34	717	649	126	10	1843	4513	246	711	4615	7258	327	1839	2927	38	10	414	218	10	3969	1631	553	331	384	10	245	1270	430	10	1205	1017	10	571	443	10	10
"39833_at"	236.5	882	10	10	10	1163	1376	1910	1567	1079	1666	495	1354	1192	10	1015	10	46	2030	1040	405	1996	1345	10	10	391	10	10	10	10	10	10	227	1248	10	1082	295	1729	126	166	345	1639	1192	960	10	10	10	10	385	10	28	1980	10	609	10	562	394	10	10	10	10	565	624	595	10	10	10	29	1042	10	10	10
"39834_at"	10	10	10	10	10	10	10	10	10	10	10	10	125	304	10	42	74	125	10	215	10	10	18	10	10	10	71	10	10	10	10	315	10	33	10	153	940	10	10	10	10	10	10	10	37	198	320	703	10	850	1069	347	10	1485	1792	876	21	868	10	1045	1666	10	1353	1090	614	274	1050	80	613	598	792	1077
"39835_at"	915.1	406	234	513	2117	229	1088	227	200	474	1496	595	448	785	407	635	1101	452	249	3941	300	1241	711	50	2515	252	2402	3863	10	2048	1567	496	337	143	10	405	978	124	10	1057	10	1457	236	77	10	10	10	10	10	10	10	10	10	10	149	10	187	10	10	10	10	148	314	10	10	10	374	264	10	10	10	10
"39837_s_at"	194.3	182	85	1621	10	470	351	395	10	1499	10	787	1141	503	10	482	223	266	1800	10	321	10	233	10	200	425	10	497	57	10	10	10	10	10	33	107	315	574	10	10	661	422	10	10	10	10	10	10	10	10	21	81	10	10	10	10	10	10	990	10	10	265	10	10	711	10	10	10	2196	10	137	10
"39854_r_at"	10	393	117	10	95	10	213	1111	10	1722	930	739	1658	636	10	217	2050	10	322	1402	132	10	10	10	310	922	2335	10	10	494	1014	125	1722	10	10	10	10	10	742	674	746	1359	10	10	10	656	10	1839	775	1407	2291	10	2579	10	2937	1211	1657	10	3553	1465	2486	3089	4435	2088	10	2393	1952	2124	1737	171	2042	2816
"39857_at"	10	10	56	10	10	10	10	10	16	10	10	282	10	10	10	10	125	10	10	10	10	10	10	10	10	555	10	10	1958	10	47	366	10	1224	343	27	10	1732	10	10	794	152	371	10	820	1339	234	1164	103	1352	4643	4131	240	10	10	4449	10	503	10	83	1246	2106	1795	6311	1972	3090	465	112	877	647	10	10
"39858_s_at"	18.7	10	10	10	17	10	10	10	30	138	10	129	196	10	10	10	10	25	10	10	10	226	23	16	175	404	66	71	10	10	24	72	10	436	288	10	251	64	190	61	1190	531	522	10	889	854	493	1176	10	1182	3327	10	273	10	10	2887	114	868	467	634	1336	2072	2031	4306	366	2697	535	192	394	480	269	115
"39859_r_at"	10	10	10	10	10	14	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	127	10	10	10	10	10	301	1085	151	10	10	10	825	10	10	10	10	10	841	212	1246	10	1136	10	10	137	10	10	10
"39863_at"	805.1	10	271	10	501	173	774	670	570	506	548	285	614	10	10	97	10	10	255	537	343	10	668	557	573	713	637	102	165	315	308	78	10	959	696	208	10	10	450	10	10	10	478	493	621	1132	405	313	79	441	452	10	10	10	10	10	13	10	80	10	10	1547	10	10	458	513	71	10	294	10	487	356
"39869_at"	89.1	10	10	10	420	346	531	10	79	94	414	137	10	773	378	10	476	10	10	712	10	10	384	55	387	114	150	10	246	113	462	46	10	651	82	566	454	413	402	431	10	433	506	578	10	160	10	583	762	753	698	10	10	10	17	375	147	508	10	10	10	384	10	10	58	10	580	10	10	10	513	328
"39870_at"	397	37	190	48	205	336	225	136	10	358	10	69	711	10	10	10	10	10	93	10	243	288	10	10	10	10	10	155	321	104	194	122	256	1075	342	463	10	10	10	10	10	272	58	10	700	98	10	10	148	10	10	10	10	10	10	230	10	946	43	124	2297	480	1002	1179	10	304	381	147	209	10	513	444
"39878_at"	6042.3	6123	1222	178	14998	10934	15538	3717	16000	4844	4552	10	179	16000	10717	16000	6612	1595	10	16000	16000	12522	6418	3104	4258	10	447	76	332	875	151	679	1958	10	1630	175	3727	2153	2794	522	10	1443	819	10	159	10	10	10	106	10	10	38	10	10	10	10	10	10	10	10	10	10	10	10	10	10	557	10	10	10	10	10
"39924_at"	219.9	408	49	10	289	408	294	375	231	336	103	46	191	196	10	52	10	25	354	489	106	259	206	79	172	63	335	35	10	121	170	101	66	511	105	299	212	10	10	196	148	137	300	149	10	10	161	64	378	10	10	23	145	406	107	92	10	10	10	10	10	10	296	10	59	41	115	51	10	10	128	10
"40165_at"	1151.5	15	1653	50	731	90	54	389	32	138	150	27	650	249	10	10	226	120	183	676	320	10	166	62	51	239	386	328	10	100	287	129	45	298	10	480	11	239	736	154	80	49	10	42	2644	666	1279	622	1629	1275	928	10	390	440	397	647	6140	1477	2385	1684	3355	1395	1631	1031	10	3181	5200	6830	281	2128	463	865
"40166_at"	130.8	133	10	115	18	123	190	49	187	50	140	95	10	348	10	448	21	349	61	10	107	222	175	95	10	18	29	10	433	11	10	39	42	99	10	108	20	135	44	61	10	102	67	37	10	10	54	10	10	10	10	32	10	10	10	46	10	10	10	10	10	10	42	10	40	10	33	60	10	10	10	10
"40173_at"	10	10	10	10	49	10	78	19	10	146	10	10	382	421	10	10	10	10	503	67	208	316	176	127	317	291	353	375	10	299	156	32	67	319	459	127	437	10	693	727	10	10	10	10	439	10	489	10	26	59	217	10	50	243	10	10	170	10	10	10	10	81	10	10	309	10	316	646	932	423	163	10
"40174_at"	10	10	34	10	10	10	10	10	10	10	267	10	10	10	10	10	10	19	10	12	215	10	10	193	10	10	10	10	199	10	10	10	44	397	198	10	10	98	373	10	10	310	10	10	10	10	10	10	10	10	10	151	496	10	545	195	10	301	10	42	10	10	10	10	69	10	395	10	10	10	10	10
"40183_at"	10	10	10	369	323	10	10	10	295	10	10	10	10	10	370	170	10	10	10	65	10	10	195	10	10	10	10	10	110	10	10	50	10	10	10	10	310	10	10	10	10	10	10	10	10	10	10	10	10	10	52	10	291	10	10	10	10	10	10	10	798	10	849	10	1193	10	10	181	10	10	180	10
"40188_f_at"	318.8	42	221	10	297	13	156	106	14	42	10	10	10	152	10	10	10	44	115	258	10	52	215	10	193	111	70	10	10	10	10	10	10	10	20	10	10	10	351	14	275	10	10	10	258	314	757	78	244	289	10	15	378	440	274	441	570	306	139	588	10	495	80	170	10	843	720	861	164	381	613	808
"40191_s_at"	5070.2	8880	1925	3730	3096	6034	8132	7298	4916	5256	4125	5671	3313	5460	3102	7812	1063	3098	9055	2494	5253	2433	5803	2002	1648	1152	2406	2275	112	1498	2726	1914	1622	1307	209	2837	2212	2457	773	1882	526	2608	4509	2143	415	10	512	66	750	314	82	10	306	3304	451	10	191	10	505	278	10	386	385	10	311	153	316	51	417	351	109	10
"40197_at"	13.7	10	43	10	23	26	88	48	10	10	10	10	203	10	115	10	19	10	10	119	64	10	189	115	62	50	10	109	16	109	59	10	10	88	41	10	10	10	53	203	133	10	25	28	386	171	103	10	148	224	257	58	317	10	80	67	35	44	77	29	25	307	103	299	79	200	30	66	84	88	10	101
"40206_at"	249.1	10	301	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	362	263	940	252	10	655	1065	10	10	10	10	10	10	10	10	10	10	10	10	10	10	135	180	381	319	10	563	10	10	10	205	269	158	440	311	10	10	220	10	10	286	10	10	10	1032	168	381	10
"40223_r_at"	10	176	10	789	10	152	10	2249	10	820	428	10	10	75	10	975	10	10	10	1647	1597	1212	10	10	10	977	86	10	10	10	10	10	550	694	1632	991	10	1588	262	1695	10	434	888	597	1523	10	622	676	10	39	10	972	2409	396	10	10	325	2893	10	954	10	597	10	10	1641	510	38	867	589	10	137	723
"40224_s_at"	103	468	10	228	356	124	404	279	470	71	570	258	319	662	518	851	321	436	709	307	342	702	368	10	229	54	294	10	10	10	10	14	119	380	10	360	10	335	10	212	133	732	589	877	10	10	378	10	10	28	10	373	138	10	10	10	10	10	41	10	10	105	10	10	10	10	475	265	301	10	10	122
"40229_at"	58.6	10	152	10	28	13	25	10	109	23	182	39	17	184	32	10	10	127	10	10	10	10	11	49	71	10	59	33	92	10	29	83	139	10	103	248	114	18	10	196	20	141	56	98	95	214	163	100	184	91	144	224	153	10	10	151	10	155	10	10	208	19	93	10	10	419	329	54	10	10	311	89
"40231_at"	132	121	135	10	101	130	28	146	159	10	784	46	10	57	10	10	10	53	62	74	42	27	139	114	191	10	84	13	10	58	230	10	10	242	164	207	30	139	10	43	147	10	10	104	64	51	10	189	151	10	209	10	161	46	61	47	10	101	302	90	10	10	71	10	82	252	37	10	333	217	10	213
"40232_at"	246.9	202	10	10	732	259	527	191	26	185	397	10	644	572	68	178	433	147	273	490	331	424	398	10	859	367	1473	923	94	442	998	276	156	222	10	517	950	85	341	734	491	680	776	414	250	37	140	10	374	10	721	10	10	265	20	10	10	10	999	10	10	368	10	10	82	10	10	10	10	10	10	10
"40236_at"	175.3	248	228	19	209	329	249	96	36	385	307	55	10	233	239	110	10	24	292	437	373	197	294	250	13	23	10	10	200	29	10	249	10	120	107	383	10	82	68	513	351	10	296	10	756	369	435	351	10	356	118	10	350	823	380	400	594	646	10	1084	1057	10	1044	192	120	735	623	745	792	694	105	550
"40245_at"	171.4	215	91	121	113	53	176	113	123	148	241	80	108	189	97	610	10	67	124	79	35	118	179	34	51	25	189	10	15	26	10	32	10	29	10	10	10	168	10	10	75	54	10	57	10	29	10	10	10	10	10	82	68	212	48	10	41	10	10	63	10	13	10	10	31	10	34	10	10	27	66	10
"40263_at"	38.1	211	10	10	494	220	140	49	181	10	10	10	10	10	34	10	10	10	10	346	10	49	101	10	130	50	383	148	21	88	249	10	10	10	10	381	377	10	150	121	213	15	271	94	300	84	10	10	173	48	187	10	66	10	254	220	104	129	119	145	161	244	151	10	10	159	310	179	10	10	10	32
