	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"41289_at"	607.7	10	117	10	185	325	10	19	207	95	10	10	10	10	10	41	10	10	10	93	10	10	10	91	162	391	249	10	10	10	10	10	10	10	10	10	18	148	10	10	98	10	10	23	10	100	1153	10	10	10	455	273	10	55	10	34	51	10	10	10	10	46	10	220	10	10	633	10	10	10	125	1573
"41297_at"	59.8	10	10	10	10	10	10	81	111	10	10	10	10	115	71	10	10	10	10	60	10	10	10	10	10	10	10	28	10	10	10	24	10	10	10	121	92	10	82	36	56	73	125	10	239	108	143	205	268	40	16	10	62	146	182	10	154	495	393	303	394	10	338	517	10	317	167	282	125	180	72	350
"41303_r_at"	48.3	73	103	10	10	10	39	10	44	10	10	10	10	15	10	10	10	10	10	22	10	10	108	12	16	135	115	10	10	14	10	10	15	53	45	10	10	10	10	100	263	10	10	50	164	10	260	70	10	44	57	2088	295	790	213	149	149	87	40	90	10	52	342	145	10	157	99	304	208	152	208	10
"41312_r_at"	1295.7	10	1102	10	1157	10	10	431	139	761	10	10	997	10	10	453	1312	780	10	152	10	184	27	10	10	1378	10	10	10	10	1140	10	1694	644	63	1042	10	10	780	10	1196	10	10	10	956	133	10	10	20	10	519	356	10	10	559	10	1112	1212	1472	1456	1348	255	3172	1420	10	1375	1835	1396	10	1551	10	1803
"41318_g_at"	190.5	556	338	10	172	122	223	136	191	294	60	10	394	99	37	10	45	10	258	10	324	143	25	99	409	10	378	10	23	87	92	391	20	255	167	10	674	10	261	523	471	10	616	247	10	84	10	48	10	10	10	10	10	10	10	10	223	10	10	10	14	168	10	10	19	10	479	10	185	10	218	207
"41321_s_at"	10	10	10	10	10	1006	479	191	958	808	10	1274	1652	10	763	10	1459	10	264	10	1617	10	10	10	537	10	474	10	407	10	67	100	322	10	876	1096	259	10	384	10	10	1137	10	10	478	886	10	1225	10	925	548	10	423	10	10	10	558	871	1241	10	2324	10	10	10	10	10	10	10	10	10	111	476
"41357_at"	35.4	10	10	10	10	202	10	304	10	380	99	10	57	10	10	10	143	76	153	10	10	10	10	304	99	10	10	10	10	10	10	192	10	327	426	10	10	10	285	10	10	83	10	10	129	342	66	88	10	10	149	10	27	149	59	56	10	28	10	89	10	10	10	10	115	10	10	152	10	10	85	10
"41361_at"	239.3	10	49	385	399	317	331	367	10	235	217	443	310	315	98	402	238	220	36	356	372	397	130	170	33	10	320	10	129	10	10	10	368	10	10	10	10	16	430	126	10	10	199	267	263	10	265	10	10	10	10	182	10	10	78	10	10	10	319	10	10	21	164	10	278	35	269	626	112	64	10	10
"41522_at"	10	1447	10	819	1756	396	763	596	10	1727	10	470	10	10	1165	1638	5976	1963	1195	2404	1033	454	71	10	1168	455	1926	10	10	269	10	293	10	1982	10	10	1676	839	10	935	4131	2588	2280	1897	10	10	677	1031	106	43	1906	2832	10	10	10	10	10	10	10	10	10	10	10	10	2388	10	10	10	912	10	10	10
"41531_at"	10	10	10	10	10	46	10	10	10	108	14	10	10	19	10	10	10	23	289	10	10	10	67	69	35	10	10	10	10	10	10	10	10	75	30	10	10	10	10	12	10	10	91	10	832	10	11	10	10	76	10	62	1081	1883	10	37	37	246	10	10	748	104	170	10	10	103	105	98	218	512	10	10
"41559_at"	461.8	131	10	10	10	238	529	496	123	901	523	22	10	99	211	844	352	100	439	738	205	456	656	27	286	142	225	10	10	10	10	25	157	98	10	199	10	18	275	219	153	10	10	10	10	81	497	10	10	10	422	167	10	10	10	506	10	10	90	10	233	10	109	10	10	10	61	94	10	10	146	10
"41576_at"	10	69	10	92	10	52	94	168	10	136	10	10	98	10	161	70	208	10	112	10	10	10	10	10	10	216	10	10	10	10	10	75	10	226	97	243	74	10	10	93	196	156	10	18	576	198	10	10	10	89	124	24	10	10	10	96	10	10	10	311	477	10	10	10	204	10	10	10	10	10	10	10
"41577_at"	679.2	827	2067	1209	1263	742	837	10	286	3033	1565	449	10	1300	10	987	5476	1353	659	786	312	386	563	10	152	10	10	547	3322	243	10	132	24	10	10	10	36	2031	130	10	10	670	535	554	10	10	10	10	13	2654	10	30	10	10	347	10	1951	10	10	10	10	522	256	10	10	12	455	1403	10	22	10	10
"41592_at"	82	10	10	10	10	10	10	10	10	10	10	10	52	10	10	10	10	10	10	10	217	10	10	10	10	327	10	10	10	10	10	10	44	1053	10	10	10	10	10	10	10	999	93	224	555	149	328	10	202	10	10	10	10	10	10	10	10	79	10	10	10	315	10	10	87	10	10	10	38	10	135	10
"41797_at"	144.2	212	34	49	315	73	90	10	92	23	10	134	379	98	10	10	252	137	190	10	257	34	208	135	198	10	290	120	75	10	19	10	89	10	43	10	80	10	35	10	10	249	58	46	264	332	10	10	142	10	10	10	10	10	10	10	10	10	484	10	10	129	15	10	10	10	25	10	10	333	287	10
"41803_g_at"	10	97	10	10	151	109	26	157	172	250	210	10	175	93	10	10	10	55	113	221	141	155	10	87	42	108	239	176	10	10	10	130	10	178	10	10	10	10	10	243	38	10	10	10	10	10	64	10	10	10	10	10	10	121	91	197	112	143	10	10	10	10	10	10	10	331	442	215	10	286	257	10
"41807_at"	61.7	52	10	10	18	10	10	10	52	10	71	10	10	83	10	50	10	40	10	301	10	322	10	10	33	36	10	10	40	10	10	221	25	2631	10	72	10	150	10	334	2069	10	1503	10	360	10	344	10	10	10	685	3681	182	665	323	249	10	10	10	10	10	10	10	10	260	206	10	107	673	156	463	32
"41813_at"	10	94	10	10	321	62	168	261	108	10	212	102	10	205	10	10	10	139	194	246	241	232	10	10	107	110	58	10	10	10	10	147	138	315	10	10	10	10	239	266	315	10	132	190	10	201	297	10	10	10	10	10	10	10	10	295	128	10	10	495	10	10	10	10	10	531	205	10	10	10	54	10
"41815_at"	201.7	621	10	188	10	449	261	356	298	10	658	15	200	827	299	192	10	394	204	56	527	253	222	84	10	10	10	10	10	10	10	37	10	28	10	445	10	37	10	10	10	28	93	10	102	10	1168	10	499	10	10	10	10	10	77	10	10	10	10	57	10	10	10	10	10	10	10	10	10	10	10	10
"41839_at"	566.7	127	10	59	10	10	10	1486	10	10	60	128	159	10	10	1378	10	10	410	54	10	95	345	10	10	10	10	53	10	10	10	10	10	10	137	10	10	170	10	300	536	31	10	10	10	10	141	10	10	10	10	10	10	198	560	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"32513_at"	10	23	56	10	155	136	67	74	10	399	10	50	10	128	128	10	188	10	23	10	60	10	10	10	10	10	94	10	10	10	10	83	10	402	10	57	333	10	74	216	182	67	227	107	438	132	129	10	10	205	257	10	458	590	361	420	10	374	10	385	10	230	636	10	10	10	203	10	83	356	315	186
"32522_f_at"	10	10	10	10	527	10	29	10	411	10	10	10	94	10	484	10	10	10	10	10	10	10	10	40	35	408	328	10	10	355	10	10	10	310	10	838	10	10	322	10	505	86	253	97	10	10	10	10	10	254	471	10	108	10	400	329	10	10	10	10	10	185	10	10	2406	10	10	561	383	10	330	10
"32531_at"	10	36	11	10	10	10	73	11	239	10	10	10	53	10	10	10	10	10	61	10	53	10	29	10	112	10	71	10	10	10	83	10	52	54	10	10	157	10	10	243	27	10	53	38	286	200	10	52	67	10	10	10	10	10	10	10	151	179	10	114	1570	55	10	55	10	10	40	74	10	218	21	10
"32551_at"	192.2	50	10	24	10	31	10	10	61	10	1720	10	17	13592	10	10	19	47	10	10	53	10	23	10	109	50	63	82	10	10	23	26	50	10	98	10	10	10	108	10	10	10	33	22	48	10	75	10	10	10	10	14	13	10	222	35	10	130	10	10	10	19	10	10	11	11	14	44	131	10	10	51
"32558_at"	455.8	548	10	419	10	10	54	10	235	10	271	10	10	478	372	1231	10	225	10	162	10	484	134	15	10	10	151	140	10	10	10	97	10	278	10	108	10	10	10	279	127	10	365	398	10	10	10	10	28	10	10	10	10	327	10	10	120	10	10	10	10	10	10	10	62	10	128	10	118	10	147	10
"32565_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	13	10	10	10	10	12	10	10	10	10	10	10	10	10	10	10	10	10	10	10	281	10	10	10	305	10	10	80	110	10	351	80	10	10	10	305	10	10	10	10	10	214	196	424	1376	10	262	10	788	10	10	109
"32600_at"	305.7	551	10	10	10	289	10	360	265	10	10	10	10	10	10	10	10	257	10	10	216	10	10	99	341	140	198	10	205	10	49	10	10	287	152	10	10	458	10	10	10	209	10	10	573	261	566	468	556	348	231	179	587	10	10	392	10	10	799	10	10	55	10	10	366	541	10	558	10	10	10	10
"32610_at"	36.3	10	328	10	10	537	20	10	31	353	411	23	10	10	10	10	361	201	10	10	10	10	10	439	228	10	10	49	232	10	10	10	26	10	107	112	10	130	10	10	10	10	673	10	10	90	27	10	10	10	10	120	128	10	396	132	10	10	10	10	10	139	10	10	418	10	10	10	10	10	10	10
"32614_at"	10	10	10	10	98	10	10	534	10	10	10	293	502	10	10	10	10	10	206	10	520	10	10	10	10	10	10	10	10	10	10	10	84	10	227	10	10	10	10	10	10	10	10	10	753	10	212	280	10	10	259	33	573	19	10	170	10	10	662	10	138	10	10	10	460	503	10	1370	73	10	1159	10
"32620_at"	16.9	111	10	10	10	437	10	38	88	859	52	10	10	329	92	23	557	10	10	229	145	10	10	306	10	151	10	10	67	67	18	68	134	10	10	10	272	112	258	88	115	162	54	99	10	10	10	10	10	10	10	10	106	521	55	241	207	392	10	10	386	98	10	282	174	576	10	733	10	127	10	10
"33140_at"	157	214	10	10	183	73	123	61	328	10	220	78	10	307	38	247	10	10	243	290	10	50	10	91	506	146	227	68	606	219	146	101	205	10	274	558	10	10	10	308	128	10	10	624	10	101	10	10	10	10	10	10	12	10	60	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"33157_at"	150	10	10	10	212	10	10	11	33	258	10	70	10	10	10	36	10	10	10	224	28	10	10	10	53	73	10	10	861	10	10	10	10	242	10	10	10	61	10	10	10	2554	10	128	10	59	10	136	25	133	10	10	10	10	336	10	10	153	119	308	10	10	222	33	10	17	10	10	10	10	10	10
"33163_r_at"	73.8	236	14	10	163	75	81	89	10	77	560	10	17	61	36	10	10	32	10	133	177	10	85	54	10	400	10	10	10	10	10	352	25	10	123	10	10	10	10	94	162	316	110	10	533	63	215	10	10	285	10	198	267	30	257	10	67	211	10	278	10	10	83	10	59	138	187	180	10	104	146	10
"33165_at"	631.3	381	332	270	10	111	43	10	91	10	36	214	29	147	91	344	315	123	10	17	383	204	10	29	432	480	226	359	10	325	10	134	114	10	10	10	153	10	140	429	175	10	43	338	248	10	51	10	10	10	59	225	268	10	10	10	310	10	10	10	10	112	10	10	28	10	337	10	10	10	10	10
"33204_at"	95.8	10	51	10	165	26	32	10	90	456	10	10	10	195	10	150	312	72	10	10	73	10	10	11	10	128	182	10	10	10	10	101	10	10	54	10	10	88	10	52	529	10	148	148	327	38	199	103	23	10	308	283	231	300	390	10	162	63	37	10	10	10	10	35	47	262	62	10	10	183	415	176
"2090_i_at"	680.5	1605	248	10	4736	10	10	10	1602	10	10	732	4556	10	590	10	2299	10	10	10	10	10	10	10	10	30	217	732	10	10	10	743	10	3660	10	10	1813	10	3717	10	7828	133	416	10	6278	5250	3257	5021	3976	1880	1818	1670	10	482	11	4258	8880	3451	3328	6449	16000	3524	14893	9918	7896	8805	6225	6024	8165	861	1411	5745
"2092_s_at"	169.1	690	33	180	69	5955	16	46	10	2592	80	42	24	10	10	716	74	23	246	2227	80	47	52	388	10	128	40	10	12	10	10	10	50	155	66	10	44	281	10	189	38	42	267	38	149	10	10	10	10	5290	10	29	10	10	10	348	143	10	356	15	206	56	227	10	10	10	40	101	118	208	40	10
"2067_f_at"	715.9	240	299	253	790	10	848	10	454	236	10	10	10	159	653	351	10	165	10	10	10	441	1061	639	1165	1071	1667	834	306	1121	885	505	552	10	1565	242	10	10	478	1264	10	10	808	99	10	754	429	10	697	1125	1939	10	10	10	10	10	551	10	10	10	10	1436	10	10	302	10	10	10	1489	10	10	224
"2049_s_at"	283.1	10	196	10	595	10	10	10	10	66	10	10	1528	10	10	10	2112	10	10	989	619	10	130	230	1789	1995	2090	808	10	378	1520	10	10	10	212	10	10	10	2371	10	1057	10	680	151	10026	1242	1143	2899	5516	4921	3241	10	1959	10	10	3213	16000	3657	3729	490	10592	5200	8438	13591	786	8022	3771	5298	10193	5466	2358	4586
"2057_g_at"	4360.5	3168	3180	3740	912	1737	1036	1530	1348	716	2739	676	1675	848	10	3121	310	163	10	10	10	2405	437	859	10	10	99	275	57	10	257	10	97	153	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	689	291	13	10	10	10	816	10	10	361	10	10	10	10	10	10	10	382	48	10	10	10	364
"2020_at"	10	10	14	418	10	10	10	413	10	10	10	10	10	10	10	293	10	10	188	10	10	10	10	10	10	874	10	10	209	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	377	41	10	10	182	10	10	10	1446	10	10	10	10	104	10	10	190	10	10	10	10	10	10	39	75
"1995_at"	10.8	68	10	10	10	244	10	90	171	359	10	10	10	31	138	238	490	132	10	10	183	334	10	264	10	10	321	10	10	10	10	10	320	10	10	190	10	10	10	10	10	10	107	10	10	30	10	10	10	200	10	10	10	10	10	35	10	101	23	34	10	10	10	356	10	10	10	30	10	10	10	35
"2006_at"	10	75	10	10	239	66	111	189	77	10	10	10	116	10	10	10	10	10	10	10	67	10	172	202	536	159	51	10	10	10	10	118	10	10	27	10	10	10	167	46	102	10	236	166	239	260	160	10	48	10	10	10	141	249	251	113	45	78	10	78	10	12	388	10	10	25	254	10	138	51	102	10
"2007_g_at"	249.2	10	10	10	66	10	10	10	10	10	10	73	275	10	36	10	10	10	10	10	10	349	10	10	10	187	488	148	55	135	55	10	10	10	10	212	10	10	10	10	423	116	10	83	677	485	10	1155	228	604	735	335	10	214	10	387	2043	646	733	10	10	845	913	1680	10	1187	141	1312	58	270	2010	1966
"2011_s_at"	10	10	10	10	10	10	10	10	325	10	10	10	23	10	399	10	10	10	30	10	10	375	10	10	11	200	10	10	10	10	10	10	10	10	1025	34	10	10	329	10	281	853	10	172	10	154	10	10	10	10	27	51	566	10	10	10	10	83	10	10	10	1989	10	10	93	10	78	81	89	10	194	10
"1975_s_at"	10	155	10	10	19	10	212	87	208	10	277	212	264	222	10	10	10	19	10	10	168	10	10	49	10	114	185	134	10	148	35	10	10	10	10	10	10	10	235	440	17	10	77	10	746	170	229	436	13	94	654	218	362	181	326	10	422	51	47	100	10	219	946	492	10	218	10	65	10	975	439	343
"1961_f_at"	401.7	10	283	219	10	10	10	887	304	10	10	347	822	10	480	246	10	251	384	10	776	423	10	10	10	117	10	447	10	233	697	581	476	10	10	10	10	442	10	10	10	10	10	10	10	10	10	10	504	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"1962_at"	10	10	17	10	58	10	32	453	44	37	1429	312	396	10	10	45	10	23	10	10	1170	69	29	10	50	10	10	138	1275	10	1501	54	67	740	115	28	10	382	26	80	10	185	10	21	895	67	136	251	10	90	165	54	91	10	59	5109	67	10	198	38	1246	10	10	13	54	17	10	346	10	60	299	112
"1926_at"	81	10	65	115	922	410	448	10	318	10	10	201	10	439	689	266	10	10	10	10	10	249	65	213	604	10	410	37	85	20	579	10	126	579	188	209	10	10	10	10	10	10	867	27	10	10	10	10	10	270	91	10	10	10	10	10	10	10	10	10	10	452	10	10	10	10	10	10	10	10	338	390
"1932_at"	10	455	10	10	1302	10	366	1903	10	383	10	10	10	10	10	102	10	10	10	10	502	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1853	10	10	10	931	167	917	10	10	10	884	300	487	10	10	10	1040	10	178	755	10	10	345	318	231	522	551	487	10	10	10	10
"1944_f_at"	10	10	37	10	10	10	10	10	865	1174	773	10	10	10	10	391	10	10	498	10	10	1476	10	10	646	434	10	10	10	431	361	123	470	156	10	191	10	10	10	1177	10	214	10	253	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"1947_g_at"	10	10	11	10	10	10	10	10	10	26	10	11	10	10	10	28	447	10	10	142	10	10	10	99	241	187	632	240	10	240	295	433	382	45	263	10	379	10	52	307	159	84	10	1056	357	165	10	10	10	10	10	10	10	894	458	10	67	599	677	460	336	646	434	629	10	470	392	209	10	149	10	10
"1910_s_at"	136.5	10	36	10	791	304	10	549	336	311	10	10	167	10	508	10	332	152	10	156	648	84	191	109	81	10	995	10	10	221	660	337	251	485	108	10	10	10	39	197	10	10	10	10	111	471	10	426	10	10	10	292	72	292	10	10	218	83	773	10	455	299	10	10	10	86	446	10	665	388	1377	10
"1892_s_at"	400.2	10	10	10	10	37	1455	650	10	10	10	10	10	10	10	10	10	10	10	10	10	10	2012	10	10	10	10	1436	10	10	10	10	10	356	10	10	10	220	10	10	10	859	10	10	10	10	10	10	10	10	10	10	10	10	10	10	775	297	10	10	945	10	252	10	10	10	10	10	10	180	10	162
"1897_at"	31.8	733	44	10	130	301	36	179	299	100	172	10	340	970	10	10	10	80	53	232	10	72	10	173	13	103	10	10	661	10	10	10	10	384	10	10	10	353	182	35	10	10	248	10	149	10	671	10	147	10	10	10	10	10	12	10	55	10	55	10	10	10	10	10	10	10	257	10	10	10	10	10
"1870_at"	193	32	102	10	187	41	22	92	70	80	10	10	16	98	10	10	10	10	10	242	12	10	121	10	10	10	98	10	10	10	10	10	10	149	10	31	10	13	96	10	147	10	28	10	254	15	298	10	10	10	155	10	174	29	169	348	335	154	10	553	10	264	728	10	10	542	474	58	10	10	10	10
"1838_g_at"	36.1	195	284	10	10	120	157	133	10	45	322	124	98	10	10	40	105	75	58	16	10	190	155	198	267	60	182	17	440	112	10	136	10	145	83	15	10	10	469	111	37	392	251	491	211	150	417	10	10	10	10	10	10	10	28	65	10	10	10	10	10	68	10	10	10	10	10	10	10	10	10	10
"1842_at"	2369.3	207	4012	4089	10	10	10	10	10	694	10	3115	227	10	10	1668	1600	3473	18	10	660	1530	10	4013	1304	3473	10	1570	1954	10	10	1300	1689	10	2042	10	10	2672	1456	436	10	547	10	3420	10	6085	10	248	1021	630	12057	7784	4432	10	10	3024	4147	1571	10	10	2269	1219	1581	10	1764	1505	7067	9689	83	10	10	2178
"1816_at"	418.4	1250	291	247	363	490	494	216	102	93	104	209	544	10	10	41	192	54	813	650	10	126	277	303	271	39	162	10	10	81	10	148	16	620	10	10	328	10	201	18	209	403	327	10	10	10	591	10	157	10	10	10	10	292	10	10	149	10	10	10	10	184	10	10	10	177	188	280	10	10	10	10
"1822_at"	10	10	10	10	10	10	10	10	10	33	10	60	10	10	132	10	10	10	10	10	10	82	10	10	10	10	10	10	10	10	220	88	10	103	162	10	10	10	261	220	1182	204	10	192	10	185	607	10	10	33	530	834	10	10	227	249	174	100	10	531	392	10	638	165	233	350	10	231	201	86	961	254
"1826_at"	10	10	10	10	193	10	10	10	10	10	10	10	702	250	10	10	595	10	10	10	1221	10	164	10	372	205	2537	2405	10	10	10	366	172	10	10	10	10	10	66	10	1695	10	46	10	510	4462	10	778	10	10	5250	10	694	10	10	10	419	536	1023	10	486	10	10	10	10	10	10	10	2063	47	10	2250
"1833_at"	492.5	640	10	501	10	681	674	403	133	354	156	10	10	1276	1494	891	10	1086	487	10	10	168	397	103	241	10	10	10	453	82	10	10	97	10	10	781	314	10	10	10	10	10	10	10	10	10	10	129	10	304	10	10	489	10	519	166	10	10	10	10	10	67	10	10	10	52	10	10	10	10	10	10
"1788_s_at"	10	10	262	10	10	12	10	10	259	10	59	50	12	18	10	10	513	10	66	97	10	90	10	10	50	10	10	10	23	10	10	10	90	10	19	10	10	17	10	10	10	10	25	10	339	30	327	10	82	466	10	10	31	10	10	134	552	50	10	10	10	16	223	10	10	383	295	10	204	10	10	10
"1748_s_at"	10	699	10	429	10	110	10	10	10	10	10	10	10	822	10	380	1386	415	10	690	10	109	1287	805	10	10	81	181	680	10	10	10	10	1387	10	557	723	10	1623	10	1025	484	1142	1426	10	10	10	10	10	10	10	10	10	333	10	108	696	10	10	10	10	10	10	10	210	10	10	10	1408	1636	479	1140
"1752_at"	427.7	286	381	10	3121	10	464	10	10	10	10	10	10	10	680	10	68	10	10	1541	10	383	233	10	10	10	1954	10	10	220	265	37	10	10	10	10	236	29	541	267	1180	10	10	10	2474	1901	3129	8172	645	967	2408	10	2189	1186	1088	5217	4808	5512	2441	10142	5053	8527	7108	1814	142	3750	2999	2708	1950	361	7829	5825
"1735_g_at"	279.1	10	406	10	200	10	73	10	10	10	231	10	484	10	10	10	10	10	10	10	194	10	10	10	10	70	10	385	10	10	358	10	10	10	10	10	388	10	10	10	10	349	10	10	439	10	10	1326	376	635	10	10	10	10	10	10	592	10	541	10	2620	10	10	1954	327	229	798	83	616	644	10	618
"1741_s_at"	10	554	10	10	10	357	10	10	10	392	115	10	10	10	10	10	10	10	10	10	146	10	325	1068	798	10	10	10	10	10	279	10	10	10	10	372	276	10	890	32	10	639	10	10	336	10	146	4000	10	447	236	10	3013	645	739	1157	1578	10	10	336	177	3898	1186	10	10	10	212	178	10	330	94	10
"1713_s_at"	213.6	429	10	183	42	10	359	130	75	304	417	26	10	61	50	10	10	10	70	197	10	10	10	244	176	202	117	10	64	187	113	430	203	10	138	10	55	24	62	212	59	10	10	273	10	10	10	10	10	10	10	10	29	10	120	10	78	121	10	10	10	10	93	10	33	10	10	10	10	53	44	10
"1700_at"	10	10	282	10	10	75	10	10	10	10	10	10	10	10	10	10	10	10	10	10	272	10	602	10	10	10	10	10	10	62	10	10	10	10	383	10	619	10	10	10	1045	10	10	10	944	1007	1683	828	1311	1348	896	141	10	75	1799	1522	930	1091	1332	10	244	1397	10	10	10	161	1053	2393	853	1179	704	10
"1684_s_at"	10	10	10	10	10	10	359	10	277	10	10	179	78	10	172	10	10	10	51	241	10	10	10	10	10	10	174	160	10	10	51	172	10	161	10	230	10	10	10	10	10	51	165	10	163	51	10	10	320	123	10	10	119	10	92	19	219	390	10	10	232	489	346	10	16	323	604	289	84	77	143	51
"1680_at"	10	10	10	10	10	10	137	10	10	10	10	33	25	10	462	10	10	10	13	10	10	290	36	10	255	256	557	10	10	10	648	10	10	612	10	115	772	28	10	209	10	24	10	10	10	13	10	595	10	615	10	406	10	1249	10	10	10	10	418	10	2183	10	10	10	670	10	10	155	174	10	214	1483
"1658_g_at"	10	10	10	10	120	10	56	114	37	10	83	10	10	36	10	10	14	19	123	10	10	10	29	15	44	10	40	48	10	10	23	27	10	87	103	17	10	10	10	64	95	38	10	89	144	52	88	10	10	15	10	55	103	173	1882	69	10	52	10	77	10	10	99	177	64	113	134	10	67	277	130	10
"1670_at"	154.3	10	10	10	10	542	10	851	10	10	10	10	10	10	461	10	1629	397	10	10	254	10	10	10	522	10	10	10	10	57	10	10	10	10	28	89	246	10	10	978	1568	10	139	10	1337	286	694	1029	10	10	1248	10	1005	10	1984	1712	762	10	10	485	10	166	23	10	10	2251	10	1311	10	10	10	10
"1656_s_at"	35.3	100	10	10	228	76	10	10	81	10	76	42	34	99	10	10	10	18	10	25	49	62	10	10	106	42	243	10	35	10	10	10	10	58	10	29	10	10	10	10	10	10	10	10	153	10	26	18	16	174	75	10	10	10	61	10	496	10	10	10	201	364	636	10	10	208	480	276	10	10	10	10
"1646_at"	42.9	376	72	10	38	142	10	165	123	172	259	10	10	188	10	10	38	10	10	10	10	327	20	117	100	27	10	10	10	10	201	10	10	321	10	10	173	26	10	173	405	10	167	233	35	10	293	10	25	10	10	83	260	10	285	43	208	203	10	472	10	111	252	10	16	170	10	210	88	103	10	10
"1650_g_at"	10	10	10	10	10	10	10	882	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	146	10	10	10	10	10	10	10	10	10	10	10	77	10	10	84	10	10	10	3160	10	10	10	10	1260	10	10	10	10	10	1094	145	2189	10	10	3083	110	1941	207	10	4657	1818	8299	10	1176	10	10
"1615_at"	184.1	75	10	85	10	113	10	10	163	182	136	46	10	128	10	10	10	10	141	10	10	10	374	253	10	67	440	61	88	231	218	65	232	10	10	10	10	10	315	10	10	10	10	58	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1173	10	1130	10	10	10	10	10	10	1443	10	92	10	10
"1617_at"	10	10	10	10	10	10	54	10	10	10	10	10	119	10	10	10	10	71	10	219	10	10	10	10	10	10	10	10	10	10	10	226	10	10	54	10	10	10	265	10	236	10	10	10	650	10	231	10	10	10	10	98	316	372	223	10	10	642	10	646	3657	664	1152	2094	55	3349	779	838	10	10	37	64
"1623_s_at"	135.6	245	10	10	10	206	76	10	42	126	10	10	217	183	10	24	10	10	25	227	141	10	159	173	130	124	10	10	39	111	10	109	65	10	104	10	27	10	113	302	10	10	140	67	220	224	100	17	100	10	272	42	10	255	116	10	57	10	286	424	10	10	10	10	63	10	257	10	10	10	103	10
"1608_at"	10	10	10	44	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	106	10	10	10	10	10	24	10	10	10	10	10	10	10	10	10	10	10	10	10	10	319	10	10	10	10	271	10	72	28	10	10	60	10	720	371	10	10	412	22	470	750	10	10	10	239	492	159	184	10	10	257	10
"1587_at"	183.8	10	88	10	171	499	207	10	10	10	10	10	167	10	10	10	10	10	10	10	75	167	230	318	94	272	68	277	10	631	10	317	381	239	10	10	10	10	10	116	10	141	10	39	10	10	10	10	39	10	10	103	226	10	10	10	10	10	1130	10	10	531	59	10	10	56	458	820	10	95	10	95
"1547_at"	10	11	10	10	394	321	10	1717	596	411	45	991	1302	288	110	10	10	10	925	10	1021	10	10	10	271	10	10	571	900	311	10	586	84	10	34	1327	10	663	1416	10	97	570	10	10	2231	1680	23	1335	10	335	391	10	768	10	10	10	10	982	1972	175	10	10	121	932	10	1239	10	10	10	1489	114	643
"1555_f_at"	10	49	10	115	257	10	10	10	177	249	21	10	10	424	127	10	952	42	44	187	104	10	746	10	10	10	10	277	10	10	789	287	10	10	103	10	913	256	10	44	360	89	10	29	119	272	468	10	10	109	311	21	257	10	10	330	10	464	45	10	10	10	686	161	77	38	305	10	371	371	108	269
"1561_at"	10	10	140	136	10	10	202	45	10	10	10	10	10	10	10	10	620	10	10	714	10	10	105	10	10	10	24	10	420	10	10	10	10	10	10	10	10	10	1066	10	905	10	72	10	1143	686	572	337	631	1130	393	10	664	117	797	388	514	1313	10	10	919	624	422	215	10	881	1513	895	139	10	10	1100
"1534_at"	10	10	10	10	10	10	10	60	336	83	51	10	10	477	97	10	10	10	10	12	118	410	63	10	74	869	374	10	197	10	59	10	73	43	10	22	10	10	10	97	10	3824	433	14	10	254	692	10	10	10	10	37	10	10	54	10	44	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
