"","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML"
"Z49155_at",7.8703647195834,3.32192809488736,3.58496250072116,3.32192809488736,7.96000193206808,3.32192809488736,3.32192809488736,8.12928301694497,3.32192809488736,3.32192809488736,3.32192809488736,7.8073549220576,3.32192809488736,3.32192809488736,3.8073549220576,4.70043971814109,3.32192809488736,5.04439411935845,3.32192809488736,3.32192809488736,8.26209484537018,8,6.33985000288462,7.77478705960117,4.24792751344359,3.32192809488736,8.10328780841202,3.32192809488736,9.211888294546,3.32192809488736,8.00562454919388,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.4262647547021,3.32192809488736,7.67948009950545,8.34872815423108,4.08746284125034,3.32192809488736,3.32192809488736,5.6724253419715,8.33091687811462,6.64385618977472,8.39231742277876,7.28540221886225,3.32192809488736,7.86418614465428,6.16992500144231,8.29462074889163,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6,8.44294349584873,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.78135971352466,3.32192809488736,7.85174904141606,3.32192809488736,6.74146698640115,7.2667865406949,7.40087943628218,9.4262647547021,8.43879185257826
"Z49194_at",10.6934869574993,3.32192809488736,3.32192809488736,7.37503943134692,8.66177809777199,3.32192809488736,3.32192809488736,9.03342300153745,3.32192809488736,3.32192809488736,6.04439411935845,5.4594316186373,9.04984854945056,3.32192809488736,8.79116288855502,9.98868468677217,3.32192809488736,10.1163439612375,9.90989308377004,10.5517082616207,7.94836723158468,5.95419631038687,3.32192809488736,6.8703647195834,8.44708322620965,10.5783726913608,5.28540221886225,3.32192809488736,3.32192809488736,4.39231742277876,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.56414948998573,3.32192809488736,8.18487534290828,6.74146698640115,8.84549005094438,8.46352437327118,8.23840473932508,8.9915218460757,9.8008998999203,7.22881869049588,7.37503943134692,9.2644426002266,8.6582114827518,9.71080643369935,8.73131903102506,8.82336724004623,3.32192809488736,7.8073549220576,8.31741261376487,8.61838550225861,4.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,6.10852445677817
"Z50194_at",3.32192809488736,3.32192809488736,6.97727992349992,4.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.4262647547021,6.32192809488736,6.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.55458885167764,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.55458885167764,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.95419631038687,3.32192809488736,7.53138146051631,4.16992500144231,8.10852445677817,3.32192809488736,6.8703647195834,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.08746284125034,6.71424551766612,6.88264304936184,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.467605550083,3.32192809488736,3.32192809488736,6.28540221886225,8.09803208296053,3.32192809488736,3.32192809488736,3.32192809488736,4.52356195605701,3.32192809488736,3.32192809488736,3.32192809488736,3.4594316186373,3.32192809488736,3.32192809488736
"Z68204_at",6.98868468677217,7.08746284125034,6.24792751344359,5.4594316186373,8.81057163474115,6.55458885167764,3.32192809488736,3.32192809488736,7.16992500144231,6.06608919045777,6.2667865406949,3.32192809488736,6.71424551766612,8.00562454919388,8.2807707701306,6.74146698640115,7.49984588708321,6.8703647195834,4.24792751344359,7.97727992349992,3.32192809488736,3.32192809488736,3.32192809488736,7.76155123244448,5.6724253419715,5.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,4,3.32192809488736,3.32192809488736,7.35755200461808,3.32192809488736,7.36632221424582,3.32192809488736,3.32192809488736,3.32192809488736,8.02236781302845,5.12928301694497,6.64385618977472,3.32192809488736,6.59991284218713,3.32192809488736,6.7279204545632,7.3037807481771,8.34872815423108,8.14974711950468,7.95419631038687,6.83289001416474,6.28540221886225,3.32192809488736,9.13699111208023,9.35755200461808,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.90689059560852,3.32192809488736,3.32192809488736,3.32192809488736,8.61470984411521,3.32192809488736,3.32192809488736,4.24792751344359,3.32192809488736,3.32192809488736,5.28540221886225,3.32192809488736,3.32192809488736,3.32192809488736
"Z70220_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.65821148275179,5.8073549220576,7.31288295528436,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.2667865406949,8.39231742277876,6.3037807481771,7.13955135239879,3.32192809488736,8.60362634498619,3.32192809488736,3.32192809488736,9.23601419190008,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.8703647195834,3.32192809488736,3.32192809488736,7.70043971814109,7.98299357469431,3.32192809488736,3.32192809488736,7.38370429247405,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.37503943134692,3.32192809488736,3.32192809488736,3.32192809488736,5.64385618977472,7.55458885167764,7.20945336562895,5.20945336562895,3.32192809488736,3.32192809488736,9.20701432017753,3.32192809488736,4,7.94836723158468,5.35755200461808,3.32192809488736,6.8703647195834,3.32192809488736,3.32192809488736,7.93073733756289,3.32192809488736,7.11894107272351,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.97727992349992,3.32192809488736,3.32192809488736
"Z71389_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.45532722030456,5.52356195605701,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.4178525148859,3.32192809488736,3.32192809488736,4.64385618977472,8.53138146051631,3.32192809488736,3.32192809488736,5.7279204545632,6.52356195605701,6.89481776330794,3.32192809488736,6.24792751344359,6.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,7.13955135239879,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.03342300153745,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.02236781302845,7.27612440527424,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.97727992349992,3.32192809488736,7.98868468677217,3.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.40087943628218,3.32192809488736,3.32192809488736,5.28540221886225,7.34872815423108,3.32192809488736,8.74819284958946
"Z79581_at",3.32192809488736,6.5077946401987,7.21916852046216,3.32192809488736,4.39231742277876,5.78135971352466,5.90689059560852,6.84549005094437,6.91886323727459,6.18982455888002,3.32192809488736,4.39231742277876,5.32192809488736,6.75488750216347,3.32192809488736,4.90689059560852,8.2667865406949,5,4.16992500144231,3.32192809488736,4.85798099512757,6.02236781302845,6.5077946401987,5.55458885167764,3.32192809488736,3.32192809488736,7.48381577726426,7.18982455888002,7.91886323727459,5.85798099512757,5.6724253419715,6.18982455888002,7.07681559705083,3.32192809488736,7.3037807481771,3.32192809488736,5.95419631038687,6.53915881110803,6.61470984411521,7.8008998999203,3.32192809488736,3.32192809488736,4.85798099512757,4.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.39231742277876,3.32192809488736,3.32192809488736,5.88264304936184,6.06608919045777,5.93073733756289,3.32192809488736,3.32192809488736,6.83289001416474,3.32192809488736,6.78135971352466,4.8073549220576,3.32192809488736,7.53138146051631,6.39231742277876,6.35755200461808,6.53915881110803,3.32192809488736,7.35755200461808,8.62570884306447,6.37503943134692
"Z83742_at",6.04439411935845,7.31288295528436,7.97727992349992,7.34872815423108,6.75488750216347,5.61470984411521,8.24792751344359,8.5352753766208,3.32192809488736,8.43879185257826,7.17990909001493,6.62935662007961,7.85798099512757,3.70043971814109,5.28540221886225,7.11894107272351,3.32192809488736,6.3037807481771,4.95419631038687,7.94251450533924,7.25738784269265,3.32192809488736,3.32192809488736,8.73470962022584,8.60362634498619,6.82017896241519,7.96578428466209,7.19967234483636,3.32192809488736,6.95419631038687,7.05528243550119,7.77478705960117,8.18982455888002,3.32192809488736,8.71080643369935,3.32192809488736,7.70043971814109,7.21916852046216,10.1686721181322,3.32192809488736,7.74146698640115,3.32192809488736,8.4262647547021,3.32192809488736,6.93073733756289,6.93073733756289,7.21916852046216,10.880348808156,9.69696752623429,8.8703647195834,7.03342300153745,6.84549005094437,6.96578428466209,6.96578428466209,3.32192809488736,3.32192809488736,7.23840473932508,4.08746284125034,3.32192809488736,7.97154355395077,5.16992500144231,7.76818432477693,3.32192809488736,4.95419631038687,7.04439411935845,6.35755200461808,9.53332973230583,3.32192809488736,5.49185309632967,6.53915881110803,6.33985000288462,5.58496250072116
"Z83745_at",5.64385618977472,3.32192809488736,4.39231742277876,3.32192809488736,4.4594316186373,3.32192809488736,6.4757334309664,5.32192809488736,6.44294349584873,4.70043971814109,4.85798099512757,4.8073549220576,3.32192809488736,4.8073549220576,3.32192809488736,4.16992500144231,4.70043971814109,5.6724253419715,5.28540221886225,4.08746284125034,6.08746284125034,5.70043971814109,6.89481776330794,5.39231742277876,3.32192809488736,5.4594316186373,6.39231742277876,6.97727992349992,6.93073733756289,4,5.04439411935845,6.3037807481771,5.90689059560852,5.24792751344359,7.08746284125034,4.95419631038687,5.49185309632967,5.58496250072116,3.32192809488736,6.68650052718322,3.32192809488736,3.32192809488736,7.08746284125034,5.08746284125034,6.24792751344359,3.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,5.55458885167764,6.75488750216347,3.8073549220576,6.06608919045777,6.06608919045777,5,3.8073549220576,7.54689445988764,6.37503943134692,7.17990909001493,7.3037807481771,5.75488750216347,4.75488750216347,5.20945336562895,5.4262647547021,6.94251450533924,3.32192809488736,6.98868468677217,4.95419631038687,4.70043971814109,8.07681559705083,7.98868468677217,7.65105169117893
"Z83821_cds2_at",3.32192809488736,8.1548181090521,4.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,7.81378119121704,11.9801395776392,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.49185309632967,5.12928301694497,5.52356195605701,7.48381577726426,3.32192809488736,10.4115109880121,12.5055634763606,7.8703647195834,8.79441586635011,3.32192809488736,3.32192809488736,11.1344263202209,7.11894107272351,3.32192809488736,3.32192809488736,9.93073733756289,3.32192809488736,13.0317012027403,13.6879223866313,10.2179576978641,12.3498340914572,8.66888498426625,6.62935662007961,7.48381577726426,12.1966021265232,3.32192809488736,3.32192809488736,13.6947931549999,11.0960562391809,10.5478585060584,3.32192809488736,3.32192809488736,13.467605550083,3.32192809488736,6.8703647195834,7.53915881110803,8.4262647547021,3.32192809488736,3.32192809488736,7.56224242422107,10.2946207488916,10.1823943534045,7.65821148275179,7.93073733756289,9.32867492732795,3.32192809488736,9.2045711442492,10.5038257379958,4.16992500144231,3.32192809488736,3.32192809488736,10.6608872703026,7.51569983828404,7.21916852046216,6.91886323727459,9.89784545600551,3.32192809488736,3.32192809488736,3.32192809488736
"Z84721_cds1_at",8.23840473932508,8.19967234483636,5.20945336562895,8.16490692667569,3.32192809488736,3.32192809488736,7.94836723158468,9.84549005094438,3.32192809488736,7.6724253419715,3.32192809488736,3.32192809488736,7.18982455888002,8.44294349584873,3.32192809488736,7.8008998999203,8.85486838326024,3.32192809488736,9.7797193551434,10.1522848423066,3.32192809488736,8.467605550083,7.03342300153745,7.97727992349992,8.79766152585376,7.43462822763672,7.51569983828404,9.25738784269265,9.5372184005386,3.32192809488736,10.7498694273968,10.9381093262192,8.11894107272351,10.2203783276952,7.74146698640115,7.70735913208088,8.66533591718518,10.8494051009478,5.83289001416474,5.28540221886225,10.3858624006415,9.5980525001616,8.65463602852797,8.04439411935845,3.32192809488736,9.75988818322183,3.32192809488736,6.4757334309664,7.91288933622996,7.57742882803575,6.52356195605701,7.19967234483636,8.07146236255662,8.14974711950468,8.72109918870719,8.16490692667569,7.23840473932508,8.02790599656988,5.61470984411521,9.20212382383046,9.58871463558226,7.94836723158468,3.32192809488736,5.95419631038687,7.98299357469431,8.23840473932508,8.45532722030456,7.37503943134692,8.41362792902417,5.12928301694497,8.49185309632967,3.32192809488736
"Z97074_at",7.55458885167764,7.19967234483636,7.03342300153745,8.8073549220576,6.7279204545632,7.95419631038687,8.04984854945056,6.84549005094437,8.56985560833095,3.32192809488736,7.34872815423108,7.18982455888002,8.18982455888002,7.49185309632967,8.1548181090521,7.8073549220576,7.05528243550119,3.70043971814109,7.13955135239879,8.82017896241519,7.43462822763672,6.84549005094437,7.34872815423108,7.18982455888002,7.76818432477693,3.32192809488736,9.14720492494223,6.95419631038687,6.90689059560852,3.90689059560852,6.79441586635011,6.35755200461808,3.32192809488736,6.84549005094437,6.84549005094437,7.67948009950545,7.65821148275179,3.32192809488736,3.32192809488736,7.36632221424582,6.4594316186373,6.64385618977472,8.68299458368168,9.45121111183233,3.32192809488736,6.8703647195834,5.39231742277876,7.97727992349992,8.08214904135387,7.74819284958946,3.32192809488736,3.32192809488736,8.65105169117893,7.43462822763672,3.32192809488736,8.06069593168755,3.32192809488736,8.33091687811462,6.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.5077946401987,6.61470984411521,5.85798099512757,7.67948009950545,6.71424551766612,6.02236781302845,3.70043971814109,7.49984588708321,7.90689059560852
"D10040_at",6.14974711950468,8.13955135239879,3.90689059560852,7.5077946401987,7.82654848729092,3.32192809488736,8.5274770060604,3.32192809488736,5.32192809488736,6.37503943134692,5.16992500144231,7.02236781302845,5,3.32192809488736,5.39231742277876,6.4093909361377,9.71596199025514,8.00562454919388,6.68650052718322,8.72109918870719,6.4594316186373,7.10852445677817,5.28540221886225,9.33762190199251,3.32192809488736,4.90689059560852,5.49185309632967,7.57742882803575,5.83289001416474,11.4288835520102,10.2819300269554,9.17741953798924,7.82017896241519,8.45532722030456,10.3309168781146,5.95419631038687,6,11.237209960755,6.02236781302845,5.49185309632967,8.34872815423108,5.12928301694497,5.58496250072116,6.16992500144231,7.54689445988764,5.83289001416474,3.32192809488736,6.16992500144231,3.32192809488736,3.32192809488736,5.20945336562895,6.4757334309664,9.59618975614441,7.25738784269265,7.51569983828404,6.74146698640115,6.94251450533924,3.32192809488736,9.45532722030456,9.24792751344359,9.29691620687929,8.90989308377004,8.87344411251538,8.07146236255662,7.77478705960117,6.10852445677817,6.14974711950468,6.04439411935845,5.28540221886225,8.72451385311995,8.18982455888002,8.11894107272351
"D16480_at",3.32192809488736,8.51963625284321,3.32192809488736,8.50382573799575,10.0674343607565,7.38370429247405,3.32192809488736,3.32192809488736,10.2106713437856,7.56985560833095,8.62935662007961,3.32192809488736,7.93663793900257,8.35755200461808,9.99293833616581,9.10328780841202,3.32192809488736,8.78463484555752,9.58308276750293,10.4210128557792,3.32192809488736,3.32192809488736,3.32192809488736,8.56985560833095,8.14974711950468,7.76818432477693,3.32192809488736,3.32192809488736,3.32192809488736,9.22881869049588,9.20945336562895,7.69348695749933,8.64385618977473,9.91438513215544,9.4262647547021,9.27146302790437,7.53138146051631,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.8073549220576,8.14465824283188,3.32192809488736,9.57931593758001,3.32192809488736,7.89481776330794,7.89481776330794,7.74819284958946,3.32192809488736,3.32192809488736,3.32192809488736,9.61286849729104,9.80896417491926,9.01402047031493,8.90989308377004,3.32192809488736,3.32192809488736,8.26209484537018,3.32192809488736,3.32192809488736,9.41151098801207,8.7279204545632,9.7515440590891,3.32192809488736,8.62205181945638,3.32192809488736,3.32192809488736,9.55266909751427,7.28540221886225,3.32192809488736,3.32192809488736
"D17532_at",7.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,4.58496250072116,3.32192809488736,5.12928301694497,5.8073549220576,7.90689059560852,3.32192809488736,7.65105169117893,3.32192809488736,3.32192809488736,7.62935662007961,3.32192809488736,6,3.32192809488736,3.32192809488736,7.32192809488736,3.32192809488736,6.8073549220576,6.4594316186373,6.4757334309664,7.07681559705083,5.55458885167764,7.34872815423108,3.32192809488736,7.74819284958946,7.86418614465428,3.32192809488736,3.32192809488736,7.09803208296053,5.83289001416474,3.32192809488736,3.32192809488736,6.18982455888002,6.97727992349992,6.91886323727459,7.71424551766612,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.3037807481771,8.08214904135387,6.22881869049588,6.61470984411521,6.2667865406949,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.21916852046216,3.32192809488736,6.84549005094437,7.59245703726808,5.70043971814109,3.32192809488736,5.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,5.4262647547021,3.32192809488736,3.32192809488736,7.20945336562895,7.65821148275179,6.49185309632967,8.43879185257826,8.2336196767597
"D25304_at",9.87190523765919,8.5352753766208,8.55074678538324,8.14465824283188,9.27844945822048,7.4594316186373,8.26209484537018,3.32192809488736,7.29462074889163,3.32192809488736,3.32192809488736,8.12928301694497,10.2888660741658,7.62935662007961,11.5033288566267,9.75988818322183,10.8925428166486,3.32192809488736,6.49185309632967,10.9001120629775,3.32192809488736,3.32192809488736,3.32192809488736,10.604553229079,4.58496250072116,7.75488750216347,6,3.32192809488736,9.60547951806167,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.4594316186373,3.32192809488736,8.21916852046216,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.25974326369078,7.66533591718518,10.8864586957037,3.32192809488736,9.27379559921426,8.26209484537018,3.32192809488736,8.12412131182919,9.60547951806167,7.4178525148859,7.03342300153745,3.32192809488736,11.0640690803855,10.5274770060604,7.8703647195834,3.32192809488736,3.32192809488736,8.49185309632967,6.7279204545632,3.32192809488736,3.32192809488736,3.32192809488736,7.8073549220576,7.29462074889163,3.32192809488736,8.70735913208088,8.34429590791582,4.39231742277876,3.32192809488736,8.27146302790437,7.60733031374961,8.18487534290828
"D28791_at",3.32192809488736,7.34872815423108,4.75488750216347,3.32192809488736,5.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.37503943134692,7,5.20945336562895,6.4262647547021,3.32192809488736,3.32192809488736,4.39231742277876,3.32192809488736,3.32192809488736,5.64385618977472,6.28540221886225,7.54689445988764,4.90689059560852,5,3.32192809488736,4.64385618977472,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.59991284218713,6.82017896241519,7.82017896241519,5.4594316186373,5.49185309632967,7.38370429247405,3.32192809488736,3.32192809488736,3.32192809488736,4,4.58496250072116,6.55458885167764,4.85798099512757,7.01122725542325,3.32192809488736,5.83289001416474,3.8073549220576,3.32192809488736,4.75488750216347,4.52356195605701,6.22881869049588,8.06069593168755,6.62935662007961,6.94251450533924,6.33985000288462,7,3.32192809488736,3.32192809488736,3.90689059560852,3.32192809488736,7.15987133677839,3.58496250072116,3.58496250072116,3.58496250072116,5.35755200461808,3.32192809488736,4.90689059560852,7.08746284125034,5.58496250072116,6.62935662007961,5.61470984411521,3.32192809488736,3.32192809488736
"D38081_at",6.71424551766612,7.12928301694497,6.90689059560852,5.85798099512757,6.88264304936184,3.32192809488736,8.93073733756289,7.33091687811462,3.32192809488736,3.32192809488736,7.20945336562895,3.32192809488736,7.69348695749933,6.49185309632967,3.32192809488736,9.91587937883577,7.31288295528436,6.5077946401987,9.69174351917128,5.6724253419715,3.32192809488736,3.90689059560852,7.44294349584873,7.21916852046216,7.51569983828404,9.12928301694497,7.83289001416474,3.32192809488736,6.20945336562895,3.32192809488736,4.64385618977472,6.76818432477693,5.35755200461808,3.32192809488736,5.93073733756289,6.44294349584873,7.37503943134692,4.16992500144231,4.39231742277876,7.45121111183233,5.90689059560852,6.52356195605701,7.40087943628218,9.54303182025524,6.83289001416474,6.71424551766612,3.32192809488736,6.6724253419715,6.93073733756289,8.3264294871223,3.8073549220576,6.44294349584873,9.94836723158468,7.2667865406949,6.52356195605701,7.04439411935845,7.45121111183233,7.33985000288462,3.32192809488736,3.32192809488736,4.32192809488736,5.4262647547021,8.65463602852797,3.32192809488736,6.6724253419715,6.93073733756289,8.72109918870719,3.32192809488736,5.28540221886225,7.19967234483636,3.32192809488736,4.90689059560852
"D38122_at",5.16992500144231,5.8073549220576,6.89481776330794,3.32192809488736,6.02236781302845,4.52356195605701,3.32192809488736,3.32192809488736,5.49185309632967,6.35755200461808,6.53915881110803,3.32192809488736,3.32192809488736,6.49185309632967,4.08746284125034,3.32192809488736,7.28540221886225,6.49185309632967,6.4594316186373,5.58496250072116,3.58496250072116,5.08746284125034,3.32192809488736,3.32192809488736,5.55458885167764,6.4757334309664,5.12928301694497,5.78135971352466,5.32192809488736,3.32192809488736,7.18982455888002,5.4594316186373,3.32192809488736,5.4262647547021,6.4594316186373,6.91886323727459,6.12928301694497,6.24792751344359,3.32192809488736,3.32192809488736,7.14974711950468,6.6724253419715,6.12928301694497,3.32192809488736,5.32192809488736,5.32192809488736,5.12928301694497,7.20945336562895,4.08746284125034,4.70043971814109,3.32192809488736,4.70043971814109,5.24792751344359,5.24792751344359,6.74146698640115,5.88264304936184,3.32192809488736,3.32192809488736,5,6.68650052718322,5.24792751344359,6.22881869049588,6.20945336562895,4.08746284125034,7.01122725542325,6.02236781302845,7.04439411935845,5.20945336562895,3.90689059560852,6.4093909361377,3.32192809488736,6.59991284218713
"D43968_at",6.33985000288462,6.56985560833095,10.3431857154479,7.67948009950545,8.876516946565,9.65284497300198,8.34429590791582,7.86418614465428,9.63117705570398,9.18982455888002,9.14210705730255,7.76155123244448,7.95419631038687,9.12670447284319,9.77313920671969,7.25738784269265,9.78463484555752,7.45121111183233,7.49185309632967,9.06069593168755,9.17242750864548,8.68999797141945,8.39231742277876,9.59432460392485,8.07146236255662,6.16992500144231,3.32192809488736,7.51569983828404,9.38801728534514,3.32192809488736,7.89481776330794,3.32192809488736,7.93073733756289,6.04439411935845,7.53138146051631,3.32192809488736,9.51569983828404,9.31741261376487,3.32192809488736,8.2807707701306,3.32192809488736,9.33762190199251,9.53138146051631,8.25738784269265,10.7960396088298,7.84549005094437,7.44294349584873,3.32192809488736,8.43879185257826,8.18982455888002,3.32192809488736,3.32192809488736,3.32192809488736,6.93073733756289,7.27612440527424,7.74146698640115,6.35755200461808,8.02790599656988,8.73809225962049,6.85798099512757,8.39660478118186,7.09803208296053,8.72109918870719,3.32192809488736,9.34872815423108,7.59245703726808,3.32192809488736,9.22158712126481,6.59991284218713,8.43879185257826,10.780539767472,8.95128471496697
"D82347_at",4.8073549220576,5.04439411935845,3.32192809488736,4.32192809488736,3.32192809488736,5.28540221886225,5.97727992349992,6.14974711950468,3.32192809488736,5.95419631038687,3.32192809488736,4.4594316186373,4.4594316186373,4.95419631038687,3.58496250072116,6,7.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,5.61470984411521,4.95419631038687,5.49185309632967,3.90689059560852,5.32192809488736,3.32192809488736,7.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,5.55458885167764,3.32192809488736,3.32192809488736,3.32192809488736,5.12928301694497,4.24792751344359,5.16992500144231,3.32192809488736,6.35755200461808,3.32192809488736,3.58496250072116,3.32192809488736,5.75488750216347,6.55458885167764,3.32192809488736,6.64385618977472,5.39231742277876,7.17990909001493,3.32192809488736,5.24792751344359,5.24792751344359,4.70043971814109,5.6724253419715,5.12928301694497,4,4.85798099512757,6.16992500144231,4.08746284125034,4.58496250072116,5.28540221886225,6.4262647547021,4.70043971814109,3.32192809488736,5.61470984411521,3.32192809488736,3.32192809488736,6.78135971352466,5.90689059560852,4.39231742277876,6.22881869049588,4.75488750216347,6.4594316186373
"HG162-HT3165_at",8.31288295528435,5.61470984411521,3.32192809488736,3.32192809488736,7.44294349584873,8.00562454919388,7.57742882803575,7.96578428466209,7.45121111183233,6.83289001416474,6.88264304936184,3.32192809488736,4.39231742277876,7.08746284125034,3.32192809488736,7.06608919045777,7.43462822763672,7.20945336562895,6.5077946401987,7.15987133677839,8.14974711950468,6.8073549220576,3.32192809488736,3.32192809488736,6.8073549220576,3.32192809488736,3.32192809488736,8.38801728534514,8.00562454919388,7.36632221424582,7.12928301694497,8.01680828768655,7.05528243550119,3.32192809488736,3.32192809488736,6.97727992349992,3.32192809488736,8.38370429247405,3.32192809488736,7.59245703726808,4.70043971814109,7.71424551766612,4.8073549220576,6.97727992349992,6.18982455888002,7.59991284218713,7.06608919045777,7.8008998999203,7.03342300153745,6.4093909361377,5.4594316186373,4.85798099512757,5.93073733756289,7.11894107272351,6.08746284125034,3.32192809488736,7.35755200461808,3.32192809488736,6.91886323727459,7.12928301694497,6.55458885167764,3.32192809488736,7.79441586635011,3.32192809488736,3.32192809488736,6.88264304936184,7.23840473932508,3.32192809488736,7.15987133677839,7.76818432477693,8.67595703294175,3.32192809488736
"HG3859-HT4129_at",7.39231742277876,5.16992500144231,6.49185309632967,7.05528243550119,6.24792751344359,4.70043971814109,5.78135971352466,6.14974711950468,6.28540221886225,5.12928301694497,6.24792751344359,3.4594316186373,4.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,4.90689059560852,5.4262647547021,5.16992500144231,6.04439411935845,6.6724253419715,6.61470984411521,4.58496250072116,6.3037807481771,4.85798099512757,5.97727992349992,6.70043971814109,6.20945336562895,6.24792751344359,6.59991284218713,4.52356195605701,3.32192809488736,5.16992500144231,3.32192809488736,6.44294349584873,4.95419631038687,6.24792751344359,4.52356195605701,6.2667865406949,3.32192809488736,5.70043971814109,3.32192809488736,4.8073549220576,4.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.08746284125034,5.08746284125034,3.32192809488736,5.35755200461808,6.04439411935845,4.24792751344359,4.90689059560852,3.32192809488736,3.32192809488736,6.62935662007961,6.61470984411521,5.32192809488736,3.32192809488736,3.32192809488736,5.85798099512757,3.32192809488736,4.24792751344359,5.4262647547021,4.24792751344359,6.82017896241519,3.32192809488736,3.32192809488736
